School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate
1112,Taigum State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Sandgate,36142.5,39703,91.00%
462,Talara Primary College,2015,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,92673.5,98181,94.40%
462,Talara Primary College,2016,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,96847.5,102412,94.60%
462,Talara Primary College,2017,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,97757,103532,94.40%
462,Talara Primary College,2018,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,104371,111179,93.90%
462,Talara Primary College,2019,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Kawana,99415.5,106681,93.20%
201,Tallebudgera State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Currumbin,69775,74217,94.00%
201,Tallebudgera State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Currumbin,69677.5,74027,94.10%
201,Tallebudgera State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Currumbin,68272.5,72560.5,94.10%
201,Tallebudgera State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Currumbin,74684,79978.5,93.40%
201,Tallebudgera State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Currumbin,70735,76000,93.10%
1615,Talwood State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,3590.5,3809,94.30%
1615,Talwood State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,2554.5,2768,92.30%
1615,Talwood State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,3049.5,3200,95.30%
1615,Talwood State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,2920.5,3086.5,94.60%
1615,Talwood State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,2011.5,2183,92.10%
150,Tambo State School,2015,State School,Combined,Very Remote Australia,Darling Downs South West,Blackall Tambo (R),Gregory,6771,7206,94.00%
150,Tambo State School,2016,State School,Combined,Very Remote Australia,Darling Downs South West,Blackall Tambo (R),Gregory,5552.5,6150,90.30%
150,Tambo State School,2017,State School,Combined,Very Remote Australia,Darling Downs South West,Blackall Tambo (R),Gregory,5830.5,6364,91.60%
150,Tambo State School,2018,State School,Combined,Very Remote Australia,Darling Downs South West,Blackall Tambo (R),Gregory,7217.5,8022,90.00%
150,Tambo State School,2019,State School,Combined,Very Remote Australia,Darling Downs South West,Blackall Tambo (R),Gregory,7015.5,8029,87.40%
2265,Tamborine Mountain State High School,2015,State High School,Secondary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,75079,80243,93.60%
2265,Tamborine Mountain State High School,2016,State High School,Secondary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,77399,83375,92.80%
2265,Tamborine Mountain State High School,2017,State High School,Secondary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,80071,86501,92.60%
2265,Tamborine Mountain State High School,2018,State High School,Secondary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,83757,91125,91.90%
2265,Tamborine Mountain State High School,2019,State High School,Secondary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,84907,91882,92.40%
913,Tamborine Mountain State School,2015,State School,Primary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,51141,55882,91.50%
913,Tamborine Mountain State School,2016,State School,Primary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,51360,55636,92.30%
913,Tamborine Mountain State School,2017,State School,Primary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,49463.5,53207,93.00%
913,Tamborine Mountain State School,2018,State School,Primary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,54104,58386,92.70%
913,Tamborine Mountain State School,2019,State School,Primary,Major Cities of Australia,South East,Scenic Rim (R),Scenic Rim,52843.5,56375,93.70%
1252,Tamrookum State School,2015,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,11284,12492,90.30%
1252,Tamrookum State School,2016,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,11749.5,12808,91.70%
1252,Tamrookum State School,2017,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,11572.5,12633,91.60%
1252,Tamrookum State School,2018,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,12200,13216,92.30%
1252,Tamrookum State School,2019,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,10622.5,11849,89.60%
1446,Tanduringie State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3770,3925,96.10%
1446,Tanduringie State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3611,3806,94.90%
1446,Tanduringie State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3778,3964,95.30%
1446,Tanduringie State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3708.5,3933,94.30%
1446,Tanduringie State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3609,3808,94.80%
231,Tannum Sands State High School,2015,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,97515.5,105232.5,92.70%
231,Tannum Sands State High School,2016,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,90778.5,99151,91.60%
231,Tannum Sands State High School,2017,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,89229,97927.5,91.10%
231,Tannum Sands State High School,2018,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,88289.5,98096.5,90.00%
231,Tannum Sands State High School,2019,State High School,Secondary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,80370.5,89553,89.70%
1921,Tannum Sands State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,65033.5,69510,93.60%
1921,Tannum Sands State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,64005,67958.5,94.20%
1921,Tannum Sands State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,63650,68020,93.60%
1921,Tannum Sands State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,64162,69039,92.90%
1921,Tannum Sands State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,62783.5,67848.5,92.50%
295,Tannymorel State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,202.5,324,62.50%
295,Tannymorel State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,108.5,170,63.80%
295,Tannymorel State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,181,190,95.30%
1357,Tara Shire State College,2015,State School,Combined,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,33785.5,39850,84.80%
1357,Tara Shire State College,2016,State School,Combined,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,33326,39024,85.40%
1357,Tara Shire State College,2017,State School,Combined,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,31546,36177.5,87.20%
1357,Tara Shire State College,2018,State School,Combined,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,30161,35417.5,85.20%
1357,Tara Shire State College,2019,State School,Combined,Outer Regional Australia,Darling Downs South West,Western Downs (R),Warrego,28859,33699.5,85.60%
271,Tarampa State School,2015,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,7737.5,8334,92.80%
271,Tarampa State School,2016,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,8394.5,9263,90.60%
271,Tarampa State School,2017,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,7672.5,8302,92.40%
271,Tarampa State School,2018,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,8106,8889,91.20%
271,Tarampa State School,2019,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,8392,9236,90.90%
1992,Taranganba State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,58613,62992,93.00%
1992,Taranganba State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,58913.5,63579,92.70%
1992,Taranganba State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,61356.5,66134,92.80%
1992,Taranganba State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,62671.5,67177,93.30%
1992,Taranganba State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,67229,72011,93.40%
105,Taroom State School,2015,State School,Combined,Remote Australia,Darling Downs South West,Banana (S),Callide,13950,15280,91.30%
105,Taroom State School,2016,State School,Combined,Remote Australia,Darling Downs South West,Banana (S),Callide,14804.5,16145,91.70%
105,Taroom State School,2017,State School,Combined,Remote Australia,Darling Downs South West,Banana (S),Callide,13111.5,14688,89.30%
105,Taroom State School,2018,State School,Combined,Remote Australia,Darling Downs South West,Banana (S),Callide,14417.5,15808,91.20%
105,Taroom State School,2019,State School,Combined,Remote Australia,Darling Downs South West,Banana (S),Callide,13906.5,15288,91.00%
494,Teelba State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,2011.5,2134,94.30%
494,Teelba State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,2020.5,2113,95.60%
494,Teelba State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,1961,2078,94.40%
494,Teelba State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,2135.5,2275,93.90%
494,Teelba State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Maranoa (R),Warrego,1671,1805,92.60%
106,Tent Hill Lower State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,4693,5026,93.40%
106,Tent Hill Lower State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,5168.5,5553,93.10%
106,Tent Hill Lower State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,5480.5,5989.5,91.50%
106,Tent Hill Lower State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,5787,6397,90.50%
106,Tent Hill Lower State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,6961.5,7567.5,92.00%
181,Tewantin State School,2015,State School,Primary,Major Cities of Australia,North Coast,Noosa (S),Noosa,54943.5,59344,92.60%
181,Tewantin State School,2016,State School,Primary,Major Cities of Australia,North Coast,Noosa (S),Noosa,55456,59648,93.00%
181,Tewantin State School,2017,State School,Primary,Major Cities of Australia,North Coast,Noosa (S),Noosa,52269,55784,93.70%
181,Tewantin State School,2018,State School,Primary,Major Cities of Australia,North Coast,Noosa (S),Noosa,53677,57426.5,93.50%
181,Tewantin State School,2019,State School,Primary,Major Cities of Australia,North Coast,Noosa (S),Noosa,49572,53475,92.70%
437,Texas P-10 State School,2015,State School,Combined,Outer Regional Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,17994,19425,92.60%
437,Texas P-10 State School,2016,State School,Combined,Outer Regional Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,17151,18436,93.00%
437,Texas P-10 State School,2017,State School,Combined,Outer Regional Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,15786.5,17186,91.90%
437,Texas P-10 State School,2018,State School,Combined,Outer Regional Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,15429,16659,92.60%
437,Texas P-10 State School,2019,State School,Combined,Outer Regional Australia,Darling Downs South West,Goondiwindi (R),Southern Downs,14079.5,15421,91.30%
1573,Thabeban State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,14041,15753,89.10%
1573,Thabeban State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,13661.5,14599,93.60%
1573,Thabeban State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,12124,13116,92.40%
1573,Thabeban State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,12643.5,14038,90.10%
1573,Thabeban State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,10594,11592,91.40%
1278,Thallon State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Balonne (S),Warrego,3225,3405,94.70%
1278,Thallon State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Balonne (S),Warrego,3699,3887,95.20%
1278,Thallon State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Balonne (S),Warrego,3438,3803,90.40%
1278,Thallon State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Balonne (S),Warrego,3302,3573,92.40%
1278,Thallon State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Balonne (S),Warrego,3285,3565,92.10%
1840,Thangool State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,11100.5,11727,94.70%
1840,Thangool State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,10587,11264,94.00%
1840,Thangool State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,12190.5,12804,95.20%
1840,Thangool State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,13247,14078,94.10%
1840,Thangool State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,14605,15606,93.60%
409,Thargomindah State School,2015,State School,Primary,Very Remote Australia,Darling Downs South West,Bulloo (S),Warrego,2241.5,2414,92.90%
409,Thargomindah State School,2016,State School,Primary,Very Remote Australia,Darling Downs South West,Bulloo (S),Warrego,2315.5,2534,91.40%
409,Thargomindah State School,2017,State School,Primary,Very Remote Australia,Darling Downs South West,Bulloo (S),Warrego,2406,2543,94.60%
409,Thargomindah State School,2018,State School,Primary,Very Remote Australia,Darling Downs South West,Bulloo (S),Warrego,2276.5,2460.5,92.50%
409,Thargomindah State School,2019,State School,Primary,Very Remote Australia,Darling Downs South West,Bulloo (S),Warrego,1909,2139,89.20%
1018,The Caves State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,6420.5,6673,96.20%
1018,The Caves State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,7634,7993,95.50%
1018,The Caves State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,8220,8558,96.10%
1018,The Caves State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,8346.5,8760,95.30%
1018,The Caves State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Livingstone (S),Keppel,7483.5,7981,93.80%
2053,The Gap State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,109419.5,117382,93.20%
2053,The Gap State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,114513.5,122468,93.50%
2053,The Gap State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,122607.5,131333,93.40%
2053,The Gap State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,132737.5,144425,91.90%
2053,The Gap State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,135882.5,147329.5,92.20%
1302,The Gap State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,45071.5,47620,94.60%
1302,The Gap State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,49775.5,52790,94.30%
1302,The Gap State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,49645,52366,94.80%
1302,The Gap State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,55162.5,58846,93.70%
1302,The Gap State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,53972.5,57125,94.50%
1360,The Gums State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2166,2283,94.90%
1360,The Gums State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2417.5,2589,93.40%
1360,The Gums State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,1862,2066,90.10%
1360,The Gums State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2764.5,3007,91.90%
1360,The Gums State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Western Downs (R),Warrego,2620.5,2817,93.00%
1195,The Hall State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,24837,27440,90.50%
1195,The Hall State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,25817.5,28261,91.40%
1195,The Hall State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,27476.5,30384,90.40%
1195,The Hall State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,28658,31532.5,90.90%
1195,The Hall State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,25702,28243.5,91.00%
1714,The Summit State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,4488,4813,93.20%
1714,The Summit State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2562,2746,93.30%
1714,The Summit State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2205,2283,96.60%
1714,The Summit State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2590.5,2708,95.70%
1714,The Summit State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2889.5,2990,96.60%
287,The Willows State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,90631,96840,93.60%
287,The Willows State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,89706.5,95688,93.70%
287,The Willows State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,88417.5,94760,93.30%
287,The Willows State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,90602.5,97969,92.50%
287,The Willows State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,75130,81663,92.00%
579,Theebine State School,2015,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,586,618,94.80%
579,Theebine State School,2016,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,352,369,95.40%
579,Theebine State School,2017,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,1235,1378,89.60%
579,Theebine State School,2018,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,686,844,81.30%
579,Theebine State School,2019,State School,Primary,Inner Regional Australia,North Coast,Gympie (R),Gympie,571,646,88.40%
676,Theodore State School,2015,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,10824.5,11545,93.80%
676,Theodore State School,2016,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,9774,10362,94.30%
676,Theodore State School,2017,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,10418,11081,94.00%
676,Theodore State School,2018,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,10284.5,11054,93.00%
676,Theodore State School,2019,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,10426.5,11287,92.40%
1240,Thornlands State School,2015,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,67013,71603,93.60%
1240,Thornlands State School,2016,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,63415,67780,93.60%
1240,Thornlands State School,2017,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,64075.5,68373,93.70%
1240,Thornlands State School,2018,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,68179.5,73116,93.20%
1240,Thornlands State School,2019,State School,Primary,Major Cities of Australia,South East,Redland (C),Redlands,69106.5,74201,93.10%
245,Thornton State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,2738.5,2951,92.80%
245,Thornton State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,2077,2207,94.10%
245,Thornton State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,4470,4879,91.60%
245,Thornton State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,3258.5,3661,89.00%
245,Thornton State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,2851,3089,92.30%
803,Thulimbah State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2936,3119,94.10%
803,Thulimbah State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2619,2836,92.30%
803,Thulimbah State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2334,2506,93.10%
803,Thulimbah State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2807,3078,91.20%
803,Thulimbah State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2898.5,3154,91.90%
2172,Thuringowa State High School,2015,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,55137,66784,82.60%
2172,Thuringowa State High School,2016,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,52690.5,66621,79.10%
2172,Thuringowa State High School,2017,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,57996,70714,82.00%
2172,Thuringowa State High School,2018,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,61854.5,78101,79.20%
2172,Thuringowa State High School,2019,State High School,Secondary,Outer Regional Australia,North Queensland,Townsville (C),Thuringowa,58095,73881.5,78.60%
107,Tiaro State School,2015,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,2893.5,3176,91.10%
107,Tiaro State School,2016,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,3092,3627,85.20%
107,Tiaro State School,2017,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,2612,2950,88.50%
107,Tiaro State School,2018,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,2610,2959,88.20%
107,Tiaro State School,2019,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,2601.5,2927,88.90%
1926,Tieri State School,2015,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,16749.5,18049,92.80%
1926,Tieri State School,2016,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,15356.5,16804,91.40%
1926,Tieri State School,2017,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,13070,14181,92.20%
1926,Tieri State School,2018,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,9316.5,10034,92.80%
1926,Tieri State School,2019,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,7493,8174,91.70%
577,Tin Can Bay State School,2015,State School,Combined,Inner Regional Australia,North Coast,Gympie (R),Gympie,32891,37615,87.40%
577,Tin Can Bay State School,2016,State School,Combined,Inner Regional Australia,North Coast,Gympie (R),Gympie,29887,34714,86.10%
577,Tin Can Bay State School,2017,State School,Combined,Inner Regional Australia,North Coast,Gympie (R),Gympie,27417.5,31790,86.20%
577,Tin Can Bay State School,2018,State School,Combined,Inner Regional Australia,North Coast,Gympie (R),Gympie,23164,26917.5,86.10%
577,Tin Can Bay State School,2019,State School,Combined,Inner Regional Australia,North Coast,Gympie (R),Gympie,22249.5,26061.5,85.40%
216,Tinana State School,2015,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,45736,48926.5,93.50%
216,Tinana State School,2016,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,43477.5,46186,94.10%
216,Tinana State School,2017,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,41800,44331,94.30%
216,Tinana State School,2018,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,45660.5,49040.5,93.10%
216,Tinana State School,2019,State School,Primary,Inner Regional Australia,North Coast,Fraser Coast (R),Maryborough,43009.5,46382.5,92.70%
127,Tingalpa State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Lytton,30718.5,32841,93.50%
127,Tingalpa State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Lytton,32064,34116,94.00%
127,Tingalpa State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Lytton,34638.5,36770,94.20%
127,Tingalpa State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Lytton,40867.5,43695,93.50%
127,Tingalpa State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Lytton,40473,43178,93.70%
864,Tingoora State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3272.5,3515,93.10%
864,Tingoora State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,2866.5,3089,92.80%
864,Tingoora State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,2695,2825,95.40%
864,Tingoora State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,2941,3115,94.40%
864,Tingoora State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,South Burnett (R),Nanango,3435.5,3667,93.70%
224,Tivoli State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich West,10851,12123.5,89.50%
224,Tivoli State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich West,11254.5,12687.5,88.70%
224,Tivoli State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich West,11529,13216.5,87.20%
224,Tivoli State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich West,11394.5,12837,88.80%
224,Tivoli State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Ipswich West,11585.5,12868,90.00%
629,Tolga State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,34494.5,36523,94.40%
629,Tolga State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,33240.5,35293,94.20%
629,Tolga State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,31783.5,33810,94.00%
629,Tolga State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,31054.5,33039,94.00%
